date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:27	791669/791669	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:48%20GMT	https://bslthemes.com/html/patrick/images/bg.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/bg.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:27	10941/10941	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2018:12:51%20GMT	https://bslthemes.com/html/patrick/images/clients/client_1.png	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/clients/client_1.png	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:28	10854/10854	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2018:12:52%20GMT	https://bslthemes.com/html/patrick/images/clients/client_3.png	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/clients/client_3.png	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:28	9297/9297	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2018:12:51%20GMT	https://bslthemes.com/html/patrick/images/clients/client_4.png	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/clients/client_4.png	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:28	340455/340455	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:47%20GMT	https://bslthemes.com/html/patrick/images/profile2.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/profile2.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:29	42535/42535	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work1.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work1.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:29	318577/318577	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:47%20GMT	https://bslthemes.com/html/patrick/images/profile3.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/profile3.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:29	57405/57405	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work2.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work2.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:30	69913/69913	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work3.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work3.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:30	55522/55522	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/works/work4.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work4.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:30	71593/71593	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/works/work5.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work5.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:30	50683/50683	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work8.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work8.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:30	48621/48621	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work6.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work6.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:31	71427/71427	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:54%20GMT	https://bslthemes.com/html/patrick/images/works/work7.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/works/work7.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:31	17161/17161	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:47:08%20GMT	https://bslthemes.com/html/patrick/blog.html	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/blog.html	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:31	14090/14090	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:47:28%20GMT	https://bslthemes.com/html/patrick/blog-post.html	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/blog-post.html	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:31	319382/319382	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:47%20GMT	https://bslthemes.com/html/patrick/images/profile4.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/profile4.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:32	112566/112566	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/blog/blog1.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/blog/blog1.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:32	96761/96761	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/blog/blog2.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/blog/blog2.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:32	84857/84857	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/blog/blog3.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/blog/blog3.jpg	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:32	198624/198624	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2013%20Jun%202022%2019:45:06%20GMT	https://bslthemes.com/html/patrick/js/scripts.min.js	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/js/scripts.min.js	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:32	43009/43009	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jul%202021%2018:12:48%20GMT	https://bslthemes.com/html/patrick/js/particles.js	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/js/particles.js	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:33	4052/4052	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jul%202021%2018:12:48%20GMT	https://bslthemes.com/html/patrick/js/particles-setting.js	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/js/particles-setting.js	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:33	3412/3412	---MCZ	200	added ('OK')	text/css	date:Mon,%2018%20Dec%202023%2002:54:39%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/style.css	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/bslthms-advanced-btns/assets/style.css	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:33	16857/16857	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2015%20May%202023%2022:25:03%20GMT	https://bslthemes.com/bslthms-advanced-btns/assets/script.js	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/bslthms-advanced-btns/assets/script.js	(from https://bslthemes.com/html/patrick/index-particles.html)
11:07:34	4232/4232	---M--	200	added ('OK')	image/png	date:Sat,%2024%20Jul%202021%2018:12:46%20GMT	https://bslthemes.com/html/patrick/images/android-search.png	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/android-search.png	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:34	120724/120724	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Jul%202021%2018:12:49%20GMT	https://bslthemes.com/html/patrick/fonts/ionicons.eot?v=2.0.1	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/ionicons790f.eot	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:34	67904/67904	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/ionicons.woff?v=2.0.1	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/ionicons790f.woff	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:35	188508/188508	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/ionicons.ttf?v=2.0.1	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/ionicons790f.ttf	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:35	333834/333834	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/ionicons.svg?v=2.0.1	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/ionicons790f.svg	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:35	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Jul%202021%2018:12:49%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.eot?v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesomeeb4f.eot	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:36	112916/112916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2024%20Jul%202021%2018:12:49%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.eot??v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesome0176.eot	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:36	45108/45108	---M--	200	added ('OK')	font/woff2	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.woff2?v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesomeeb4f.woff2	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:36	57436/57436	---M--	200	added ('OK')	font/woff	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.woff?v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesomeeb4f.woff	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:36	112728/112728	---M--	200	added ('OK')	font/ttf	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.ttf?v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesomeeb4f.ttf	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:37	433695/433695	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2024%20Jul%202021%2018:12:50%20GMT	https://bslthemes.com/html/patrick/fonts/line-awesome.svg?v=1.1.	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/fonts/line-awesomeeb4f.svg	(from https://bslthemes.com/html/patrick/css/styles.min.css)
11:07:37	2720/2720	---MCZ	200	added ('OK')	text/css	date:Sat,%2024%20Jul%202021%2018:31:10%20GMT	https://bslthemes.com/html/patrick/css/rtl.css	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/css/rtl.css	(from https://bslthemes.com/html/patrick/index-rtl.html)
11:07:37	17369/17369	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:47:18%20GMT	https://bslthemes.com/html/patrick/blog-rtl.html	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/blog-rtl.html	(from https://bslthemes.com/html/patrick/index-rtl.html)
11:07:38	14801/14801	---MCZ	200	added ('OK')	text/html	date:Fri,%2019%20May%202023%2012:47:37%20GMT	https://bslthemes.com/html/patrick/blog-post-rtl.html	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/blog-post-rtl.html	(from https://bslthemes.com/html/patrick/index-rtl.html)
11:07:38	82399/82399	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2024%20Jul%202021%2018:12:48%20GMT	https://bslthemes.com/html/patrick/js/jquery.mb.YTPlayer.js	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/js/jquery.mb.YTPlayer.js	(from https://bslthemes.com/html/patrick/index-video.html)
11:07:39	7820/7820	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:47%20GMT	https://bslthemes.com/html/patrick/images/man1.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/man1.jpg	(from https://bslthemes.com/html/patrick/blog-post.html)
11:07:40	432999/432999	---M--	200	added ('OK')	image/jpeg	date:Sat,%2024%20Jul%202021%2018:12:53%20GMT	https://bslthemes.com/html/patrick/images/blog/blog1-inner.jpg	C:/My%20Web%20Sites/Jonnyx%20portfolio/bslthemes.com/html/patrick/images/blog/blog1-inner.jpg	(from https://bslthemes.com/html/patrick/blog-post.html)
